Date,HomeTeam,AwayTeam,FTHG,FTAG,GD,HST,AST,B365H,B365D,B365A,FTR
21/10/2018,Parma,Lazio,0.0,2.0,-2.0,1.0,9.0,5.5,3.8,1.66,A
22/10/2018,Sampdoria,Sassuolo,0.0,0.0,0.0,2.0,2.0,2.2,3.3,3.4,D
27/10/2018,Atalanta,Parma,3.0,0.0,3.0,14.0,5.0,1.33,5.25,9.0,H
27/10/2018,Empoli,Juventus,1.0,2.0,-1.0,4.0,7.0,12.0,5.75,1.25,A
27/10/2018,Torino,Fiorentina,1.0,1.0,0.0,4.0,5.0,2.4,3.25,3.1,D
28/10/2018,Cagliari,Chievo,2.0,1.0,1.0,4.0,5.0,1.61,3.8,6.0,H
28/10/2018,Genoa,Udinese,2.0,2.0,0.0,5.0,8.0,2.1,3.2,3.8,D
28/10/2018,Milan,Sampdoria,3.0,2.0,1.0,7.0,2.0,1.5,4.33,6.5,H
28/10/2018,Napoli,Roma,1.0,1.0,0.0,6.0,5.0,1.72,3.75,4.75,D
28/10/2018,Sassuolo,Bologna,2.0,2.0,0.0,6.0,6.0,1.9,3.25,4.5,D
28/10/2018,Spal,Frosinone,0.0,3.0,-3.0,5.0,4.0,1.8,3.75,4.5,A
29/10/2018,Lazio,Inter,0.0,3.0,-3.0,4.0,7.0,2.4,3.4,3.0,A
31/10/2018,Milan,Genoa,2.0,1.0,1.0,10.0,2.0,1.44,4.5,7.5,H
02/11/2018,Napoli,Empoli,5.0,1.0,4.0,13.0,4.0,1.2,7.0,15.0,H
03/11/2018,Fiorentina,Roma,1.0,1.0,0.0,3.0,6.0,2.7,3.4,2.6,D
03/11/2018,Inter,Genoa,5.0,0.0,5.0,10.0,3.0,1.36,5.0,9.0,H
03/11/2018,Juventus,Cagliari,3.0,1.0,2.0,5.0,3.0,1.16,7.5,17.0,H
04/11/2018,Bologna,Atalanta,1.0,2.0,-1.0,5.0,6.0,5.0,3.7,1.72,A
04/11/2018,Chievo,Sassuolo,0.0,2.0,-2.0,1.0,4.0,3.6,3.4,2.1,A
04/11/2018,Lazio,Spal,4.0,1.0,3.0,11.0,3.0,1.33,5.25,10.0,H
04/11/2018,Parma,Frosinone,0.0,0.0,0.0,1.0,1.0,1.95,3.5,4.0,D
04/11/2018,Sampdoria,Torino,1.0,4.0,-3.0,4.0,8.0,2.7,3.2,2.7,A
04/11/2018,Udinese,Milan,0.0,1.0,-1.0,4.0,9.0,4.2,3.5,1.9,A
09/11/2018,Frosinone,Fiorentina,1.0,1.0,0.0,3.0,10.0,5.25,3.6,1.7,D
10/11/2018,Genoa,Napoli,1.0,2.0,-1.0,3.0,7.0,7.0,4.5,1.44,A
10/11/2018,Spal,Cagliari,2.0,2.0,0.0,4.0,3.0,2.45,3.1,3.1,D
10/11/2018,Torino,Parma,1.0,2.0,-1.0,4.0,7.0,1.44,4.2,8.5,A
11/11/2018,Atalanta,Inter,4.0,1.0,3.0,10.0,2.0,2.75,3.3,2.6,H
11/11/2018,Chievo,Bologna,2.0,2.0,0.0,6.0,6.0,2.9,3.2,2.6,D
11/11/2018,Empoli,Udinese,2.0,1.0,1.0,5.0,9.0,2.2,3.3,3.5,H
11/11/2018,Milan,Juventus,0.0,2.0,-2.0,2.0,8.0,4.75,3.75,1.72,A
11/11/2018,Roma,Sampdoria,4.0,1.0,3.0,6.0,3.0,1.44,4.5,7.0,H
11/11/2018,Sassuolo,Lazio,1.0,1.0,0.0,4.0,3.0,4.0,3.5,1.95,D
24/11/2018,Inter,Frosinone,3.0,0.0,3.0,14.0,4.0,1.25,6.0,12.0,H
24/11/2018,Juventus,Spal,2.0,0.0,2.0,8.0,1.0,1.14,8.0,19.0,H
24/11/2018,Udinese,Roma,1.0,0.0,1.0,3.0,9.0,4.5,3.6,1.83,H
25/11/2018,Bologna,Fiorentina,0.0,0.0,0.0,4.0,6.0,4.0,3.3,2.04,D
25/11/2018,Empoli,Atalanta,3.0,2.0,1.0,8.0,5.0,5.25,4.0,1.66,H
25/11/2018,Genoa,Sampdoria,1.0,1.0,0.0,5.0,2.0,2.6,3.3,2.75,D
25/11/2018,Lazio,Milan,1.0,1.0,0.0,6.0,4.0,1.85,3.75,4.2,D
25/11/2018,Napoli,Chievo,0.0,0.0,0.0,10.0,3.0,1.12,9.0,19.0,D
25/11/2018,Parma,Sassuolo,2.0,1.0,1.0,4.0,5.0,3.1,3.4,2.3,H
26/11/2018,Cagliari,Torino,0.0,0.0,0.0,1.0,5.0,2.9,3.2,2.54,D
01/12/2018,Fiorentina,Juventus,0.0,3.0,-3.0,7.0,6.0,6.0,3.75,1.61,A
01/12/2018,Sampdoria,Bologna,4.0,1.0,3.0,6.0,4.0,2.0,3.3,4.0,H
01/12/2018,Spal,Empoli,2.0,2.0,0.0,5.0,8.0,2.4,3.3,3.0,D
02/12/2018,Chievo,Lazio,1.0,1.0,0.0,2.0,7.0,8.0,4.2,1.44,D
02/12/2018,Frosinone,Cagliari,1.0,1.0,0.0,11.0,7.0,3.0,3.3,2.4,D
02/12/2018,Milan,Parma,2.0,1.0,1.0,6.0,1.0,1.4,5.0,7.5,H
02/12/2018,Roma,Inter,2.0,2.0,0.0,6.0,7.0,2.8,3.4,2.45,D
02/12/2018,Sassuolo,Udinese,0.0,0.0,0.0,3.0,1.0,1.9,3.5,4.0,D
02/12/2018,Torino,Genoa,2.0,1.0,1.0,10.0,2.0,1.75,3.75,4.75,H
03/12/2018,Atalanta,Napoli,1.0,2.0,-1.0,3.0,5.0,3.3,3.6,2.14,A
07/12/2018,Juventus,Inter,1.0,0.0,1.0,6.0,4.0,1.53,3.8,6.5,H
08/12/2018,Cagliari,Roma,2.0,2.0,0.0,5.0,7.0,4.5,3.6,1.83,D
08/12/2018,Lazio,Sampdoria,2.0,2.0,0.0,11.0,3.0,1.44,4.75,7.0,D
08/12/2018,Napoli,Frosinone,4.0,0.0,4.0,10.0,2.0,1.16,8.0,15.0,H
09/12/2018,Empoli,Bologna,2.0,1.0,1.0,5.0,8.0,1.95,3.5,4.0,H
09/12/2018,Genoa,Spal,1.0,1.0,0.0,3.0,7.0,2.0,3.3,4.0,D
09/12/2018,Milan,Torino,0.0,0.0,0.0,4.0,4.0,1.85,3.6,4.33,D
09/12/2018,Parma,Chievo,1.0,1.0,0.0,7.0,1.0,2.04,3.3,3.8,D
09/12/2018,Sassuolo,Fiorentina,3.0,3.0,0.0,7.0,6.0,2.8,3.2,2.6,D
09/12/2018,Udinese,Atalanta,1.0,3.0,-2.0,2.0,4.0,4.33,3.75,1.8,A
15/12/2018,Inter,Udinese,1.0,0.0,1.0,4.0,1.0,1.3,5.0,11.0,H
15/12/2018,Torino,Juventus,0.0,1.0,-1.0,3.0,4.0,6.5,3.6,1.61,A
16/12/2018,Cagliari,Napoli,0.0,1.0,-1.0,2.0,5.0,7.5,4.5,1.44,A
16/12/2018,Fiorentina,Empoli,3.0,1.0,2.0,9.0,4.0,1.75,3.75,4.75,H
16/12/2018,Frosinone,Sassuolo,0.0,2.0,-2.0,3.0,3.0,3.6,3.5,2.04,A
16/12/2018,Roma,Genoa,3.0,2.0,1.0,7.0,8.0,1.44,4.75,7.0,H
16/12/2018,Sampdoria,Parma,2.0,0.0,2.0,10.0,0.0,1.83,3.6,4.5,H
16/12/2018,Spal,Chievo,0.0,0.0,0.0,3.0,6.0,2.04,3.3,3.8,D
17/12/2018,Atalanta,Lazio,1.0,0.0,1.0,2.0,3.0,2.2,3.6,3.1,H
18/12/2018,Bologna,Milan,0.0,0.0,0.0,6.0,4.0,4.2,3.4,1.95,D
22/12/2018,Chievo,Inter,1.0,1.0,0.0,3.0,3.0,8.5,4.33,1.4,D
22/12/2018,Empoli,Sampdoria,2.0,4.0,-2.0,3.0,12.0,2.3,3.4,3.1,A
22/12/2018,Genoa,Atalanta,3.0,1.0,2.0,7.0,6.0,4.0,3.6,1.9,H
22/12/2018,Juventus,Roma,1.0,0.0,1.0,7.0,4.0,1.44,4.33,8.0,H
22/12/2018,Lazio,Cagliari,3.0,1.0,2.0,10.0,5.0,1.33,5.0,9.0,H
22/12/2018,Milan,Fiorentina,0.0,1.0,-1.0,7.0,1.0,2.3,3.25,3.25,A
22/12/2018,Napoli,Spal,1.0,0.0,1.0,8.0,6.0,1.2,7.0,13.0,H
22/12/2018,Parma,Bologna,0.0,0.0,0.0,1.0,2.0,2.54,3.1,3.0,D
22/12/2018,Sassuolo,Torino,1.0,1.0,0.0,6.0,3.0,2.62,3.2,2.8,D
22/12/2018,Udinese,Frosinone,1.0,1.0,0.0,1.0,6.0,1.7,3.7,5.25,D
26/12/2018,Atalanta,Juventus,2.0,2.0,0.0,6.0,3.0,4.75,3.5,1.8,D
26/12/2018,Bologna,Lazio,0.0,2.0,-2.0,3.0,7.0,5.0,3.8,1.72,A
26/12/2018,Cagliari,Genoa,1.0,0.0,1.0,7.0,4.0,2.3,3.2,3.3,H
26/12/2018,Fiorentina,Parma,0.0,1.0,-1.0,7.0,2.0,1.6,3.8,6.0,A
26/12/2018,Frosinone,Milan,0.0,0.0,0.0,5.0,8.0,5.25,3.75,1.7,D
26/12/2018,Inter,Napoli,1.0,0.0,1.0,5.0,4.0,2.75,3.3,2.62,H
26/12/2018,Roma,Sassuolo,3.0,1.0,2.0,10.0,3.0,1.61,4.0,5.25,H
26/12/2018,Sampdoria,Chievo,2.0,0.0,2.0,6.0,1.0,1.75,3.7,5.0,H
26/12/2018,Spal,Udinese,0.0,0.0,0.0,4.0,1.0,2.5,3.1,3.1,D
26/12/2018,Torino,Empoli,3.0,0.0,3.0,10.0,1.0,1.7,3.8,5.0,H
29/12/2018,Chievo,Frosinone,1.0,0.0,1.0,3.0,4.0,2.3,3.0,3.4,H
29/12/2018,Empoli,Inter,0.0,1.0,-1.0,3.0,6.0,6.5,4.2,1.5,A
29/12/2018,Genoa,Fiorentina,0.0,0.0,0.0,3.0,6.0,2.54,3.25,2.7,D
29/12/2018,Juventus,Sampdoria,2.0,1.0,1.0,8.0,3.0,1.2,6.5,13.0,H
29/12/2018,Lazio,Torino,1.0,1.0,0.0,5.0,6.0,1.75,3.6,4.6,D
29/12/2018,Milan,Spal,2.0,1.0,1.0,6.0,4.0,1.5,4.0,7.0,H
29/12/2018,Napoli,Bologna,3.0,2.0,1.0,9.0,4.0,1.28,5.5,10.0,H
29/12/2018,Parma,Roma,0.0,2.0,-2.0,2.0,8.0,4.75,3.8,1.7,A
29/12/2018,Sassuolo,Atalanta,2.0,6.0,-4.0,8.0,9.0,3.4,3.5,2.04,A
29/12/2018,Udinese,Cagliari,2.0,0.0,2.0,7.0,1.0,2.3,3.1,3.2,H
19/01/2019,Inter,Sassuolo,0.0,0.0,0.0,4.0,6.0,1.4,4.75,8.0,D
19/01/2019,Roma,Torino,3.0,2.0,1.0,9.0,3.0,1.6,4.0,5.75,H
19/01/2019,Udinese,Parma,1.0,2.0,-1.0,9.0,4.0,2.1,3.1,4.0,A
20/01/2019,Cagliari,Empoli,2.0,2.0,0.0,3.0,4.0,2.0,3.5,3.8,D
20/01/2019,Fiorentina,Sampdoria,3.0,3.0,0.0,4.0,5.0,1.8,3.6,4.5,D
20/01/2019,Frosinone,Atalanta,0.0,5.0,-5.0,3.0,8.0,8.5,4.5,1.4,A
20/01/2019,Napoli,Lazio,2.0,1.0,1.0,13.0,9.0,1.9,3.6,4.0,H
20/01/2019,Spal,Bologna,1.0,1.0,0.0,9.0,6.0,2.5,3.1,3.1,D
21/01/2019,Genoa,Milan,0.0,2.0,-2.0,7.0,7.0,3.2,3.2,2.37,A
21/01/2019,Juventus,Chievo,3.0,0.0,3.0,11.0,3.0,1.11,10.0,21.0,H
26/01/2019,Milan,Napoli,0.0,0.0,0.0,7.0,8.0,3.75,3.5,2.0,D
26/01/2019,Sampdoria,Udinese,4.0,0.0,4.0,9.0,0.0,1.83,3.5,4.75,H
26/01/2019,Sassuolo,Cagliari,3.0,0.0,3.0,9.0,3.0,2.0,3.3,4.0,H
27/01/2019,Atalanta,Roma,3.0,3.0,0.0,6.0,5.0,2.15,3.6,3.25,D
27/01/2019,Bologna,Frosinone,0.0,4.0,-4.0,2.0,4.0,1.65,3.75,5.5,A
27/01/2019,Chievo,Fiorentina,3.0,4.0,-1.0,8.0,7.0,4.5,3.5,1.83,A
27/01/2019,Lazio,Juventus,1.0,2.0,-1.0,5.0,3.0,4.2,3.5,1.9,A
27/01/2019,Parma,Spal,2.0,3.0,-1.0,5.0,6.0,2.4,3.0,3.3,A
27/01/2019,Torino,Inter,1.0,0.0,1.0,4.0,4.0,3.6,3.3,2.1,H
28/01/2019,Empoli,Genoa,1.0,3.0,-2.0,7.0,7.0,2.37,3.4,3.0,A
02/02/2019,Empoli,Chievo,2.0,2.0,0.0,9.0,4.0,1.95,3.5,4.0,D
02/02/2019,Juventus,Parma,3.0,3.0,0.0,9.0,5.0,1.18,7.0,17.0,D
02/02/2019,Napoli,Sampdoria,3.0,0.0,3.0,14.0,2.0,1.36,5.0,8.5,H
03/02/2019,Genoa,Sassuolo,1.0,1.0,0.0,2.0,8.0,2.5,3.3,2.87,D
03/02/2019,Inter,Bologna,0.0,1.0,-1.0,3.0,7.0,1.33,5.25,9.0,A
03/02/2019,Roma,Milan,1.0,1.0,0.0,9.0,5.0,2.15,3.5,3.4,D
03/02/2019,Spal,Torino,0.0,0.0,0.0,1.0,1.0,3.7,3.25,2.15,D
03/02/2019,Udinese,Fiorentina,1.0,1.0,0.0,2.0,4.0,3.6,3.3,2.1,D
04/02/2019,Cagliari,Atalanta,0.0,1.0,-1.0,2.0,6.0,5.0,4.1,1.66,A
04/02/2019,Frosinone,Lazio,0.0,1.0,-1.0,4.0,5.0,7.0,4.75,1.44,A
07/02/2019,Lazio,Empoli,1.0,0.0,1.0,4.0,1.0,1.3,5.25,9.5,H
08/02/2019,Chievo,Roma,0.0,3.0,-3.0,6.0,9.0,5.75,4.33,1.53,A
09/02/2019,Fiorentina,Napoli,0.0,0.0,0.0,4.0,4.0,4.0,3.6,1.9,D
09/02/2019,Parma,Inter,0.0,1.0,-1.0,2.0,7.0,5.25,3.8,1.66,A
10/02/2019,Atalanta,Spal,2.0,1.0,1.0,5.0,3.0,1.28,5.5,11.0,H
10/02/2019,Bologna,Genoa,1.0,1.0,0.0,4.0,6.0,2.25,3.1,3.5,D
10/02/2019,Milan,Cagliari,3.0,0.0,3.0,10.0,3.0,1.4,4.75,8.5,H
10/02/2019,Sampdoria,Frosinone,0.0,1.0,-1.0,7.0,1.0,1.5,4.0,8.0,A
10/02/2019,Sassuolo,Juventus,0.0,3.0,-3.0,2.0,5.0,7.0,3.75,1.57,A
10/02/2019,Torino,Udinese,1.0,0.0,1.0,7.0,6.0,1.72,3.6,5.25,H
15/02/2019,Juventus,Frosinone,3.0,0.0,3.0,8.0,1.0,1.12,9.5,19.0,H
16/02/2019,Atalanta,Milan,1.0,3.0,-2.0,5.0,3.0,2.0,3.4,3.9,A
16/02/2019,Cagliari,Parma,2.0,1.0,1.0,3.0,3.0,2.0,3.3,4.0,H
17/02/2019,Empoli,Sassuolo,3.0,0.0,3.0,6.0,2.0,2.7,3.4,2.6,H
17/02/2019,Genoa,Lazio,2.0,1.0,1.0,6.0,6.0,3.2,3.4,2.25,H
17/02/2019,Inter,Sampdoria,2.0,1.0,1.0,7.0,2.0,1.61,3.75,6.0,H
17/02/2019,Napoli,Torino,0.0,0.0,0.0,10.0,1.0,1.44,4.33,8.0,D
17/02/2019,Spal,Fiorentina,1.0,4.0,-3.0,4.0,9.0,3.6,3.2,2.15,A
17/02/2019,Udinese,Chievo,1.0,0.0,1.0,7.0,9.0,1.83,3.4,4.75,H
18/02/2019,Roma,Bologna,2.0,1.0,1.0,4.0,10.0,1.44,4.33,8.0,H
22/02/2019,Milan,Empoli,3.0,0.0,3.0,7.0,1.0,1.44,4.33,7.0,H
23/02/2019,Frosinone,Roma,2.0,3.0,-1.0,5.0,5.0,6.5,4.5,1.45,A
23/02/2019,Torino,Atalanta,2.0,0.0,2.0,7.0,4.0,3.2,3.3,2.3,H
24/02/2019,Bologna,Juventus,0.0,1.0,-1.0,4.0,4.0,7.5,4.5,1.44,A
24/02/2019,Chievo,Genoa,0.0,0.0,0.0,5.0,2.0,3.3,3.2,2.3,D
24/02/2019,Fiorentina,Inter,3.0,3.0,0.0,2.0,6.0,2.7,3.3,2.7,D
24/02/2019,Parma,Napoli,0.0,4.0,-4.0,2.0,5.0,7.0,4.5,1.44,A
24/02/2019,Sampdoria,Cagliari,1.0,0.0,1.0,6.0,1.0,1.75,3.6,5.0,H
24/02/2019,Sassuolo,Spal,1.0,1.0,0.0,2.0,3.0,1.95,3.4,4.0,D
01/03/2019,Cagliari,Inter,2.0,1.0,1.0,5.0,7.0,5.25,3.7,1.7,H
02/03/2019,Empoli,Parma,3.0,3.0,0.0,9.0,7.0,2.0,3.5,3.75,D
02/03/2019,Lazio,Roma,3.0,0.0,3.0,4.0,3.0,2.37,3.5,3.0,H
02/03/2019,Milan,Sassuolo,1.0,0.0,1.0,4.0,6.0,1.5,4.2,7.0,H
03/03/2019,Atalanta,Fiorentina,3.0,1.0,2.0,10.0,4.0,1.85,3.75,4.2,H
03/03/2019,Genoa,Frosinone,0.0,0.0,0.0,6.0,0.0,1.66,3.6,5.75,D
03/03/2019,Napoli,Juventus,1.0,2.0,-1.0,5.0,3.0,2.3,3.2,3.2,A
03/03/2019,Spal,Sampdoria,1.0,2.0,-1.0,2.0,10.0,2.8,3.1,2.7,A
03/03/2019,Torino,Chievo,3.0,0.0,3.0,6.0,5.0,1.44,4.33,8.0,H
03/03/2019,Udinese,Bologna,2.0,1.0,1.0,6.0,9.0,2.8,3.0,2.8,H
08/03/2019,Juventus,Udinese,4.0,1.0,3.0,6.0,2.0,1.36,4.75,9.5,H
09/03/2019,Chievo,Milan,1.0,2.0,-1.0,1.0,3.0,6.0,4.0,1.55,A
09/03/2019,Parma,Genoa,1.0,0.0,1.0,4.0,1.0,2.8,3.1,2.7,H
10/03/2019,Bologna,Cagliari,2.0,0.0,2.0,8.0,6.0,1.95,3.1,4.75,H
10/03/2019,Fiorentina,Lazio,1.0,1.0,0.0,1.0,6.0,2.8,3.3,2.55,D
10/03/2019,Frosinone,Torino,1.0,2.0,-1.0,5.0,7.0,4.75,3.3,1.85,A
10/03/2019,Inter,Spal,2.0,0.0,2.0,4.0,1.0,1.4,4.5,8.5,H
10/03/2019,Sampdoria,Atalanta,1.0,2.0,-1.0,6.0,6.0,3.5,3.4,2.15,A
10/03/2019,Sassuolo,Napoli,1.0,1.0,0.0,1.0,4.0,6.0,4.0,1.57,D
11/03/2019,Roma,Empoli,2.0,1.0,1.0,2.0,2.0,1.53,4.5,5.75,H
15/03/2019,Cagliari,Fiorentina,2.0,1.0,1.0,6.0,4.0,3.3,3.25,2.3,H
16/03/2019,Sassuolo,Sampdoria,3.0,5.0,-2.0,5.0,11.0,2.4,3.2,3.1,A
16/03/2019,Spal,Roma,2.0,1.0,1.0,6.0,5.0,4.33,3.6,1.83,H
16/03/2019,Torino,Bologna,2.0,3.0,-1.0,7.0,6.0,1.95,3.2,4.5,A
17/03/2019,Atalanta,Chievo,1.0,1.0,0.0,6.0,3.0,1.22,6.0,15.0,D
17/03/2019,Empoli,Frosinone,2.0,1.0,1.0,5.0,3.0,1.8,3.5,4.75,H
17/03/2019,Genoa,Juventus,2.0,0.0,2.0,5.0,0.0,7.0,4.0,1.53,H
17/03/2019,Lazio,Parma,4.0,1.0,3.0,8.0,2.0,1.33,5.25,9.5,H
17/03/2019,Milan,Inter,2.0,3.0,-1.0,7.0,6.0,2.3,3.1,3.4,A
17/03/2019,Napoli,Udinese,4.0,2.0,2.0,5.0,3.0,1.22,6.5,13.0,H
29/03/2019,Chievo,Cagliari,0.0,3.0,-3.0,8.0,3.0,2.7,3.0,2.87,A
30/03/2019,Juventus,Empoli,1.0,0.0,1.0,6.0,0.0,1.25,6.0,12.0,H
30/03/2019,Sampdoria,Milan,1.0,0.0,1.0,8.0,5.0,3.25,3.1,2.37,H
30/03/2019,Udinese,Genoa,2.0,0.0,2.0,5.0,6.0,2.5,3.1,3.1,H
31/03/2019,Bologna,Sassuolo,2.0,1.0,1.0,8.0,4.0,2.05,3.4,3.75,H
31/03/2019,Fiorentina,Torino,1.0,1.0,0.0,8.0,2.0,2.1,3.2,3.8,D
31/03/2019,Frosinone,Spal,0.0,1.0,-1.0,9.0,3.0,2.9,3.1,2.6,A
31/03/2019,Inter,Lazio,0.0,1.0,-1.0,6.0,5.0,2.25,3.3,3.3,A
31/03/2019,Parma,Atalanta,1.0,3.0,-2.0,4.0,11.0,5.75,4.0,1.6,A
31/03/2019,Roma,Napoli,1.0,4.0,-3.0,5.0,10.0,3.1,3.5,2.3,A
02/04/2019,Cagliari,Juventus,0.0,2.0,-2.0,1.0,6.0,5.25,3.4,1.75,A
02/04/2019,Milan,Udinese,1.0,1.0,0.0,9.0,3.0,1.44,4.33,8.0,D
03/04/2019,Empoli,Napoli,2.0,1.0,1.0,9.0,5.0,7.0,4.75,1.44,H
03/04/2019,Frosinone,Parma,3.0,2.0,1.0,5.0,6.0,2.4,3.2,3.1,H
03/04/2019,Genoa,Inter,0.0,4.0,-4.0,2.0,9.0,4.0,3.25,2.05,A
03/04/2019,Roma,Fiorentina,2.0,2.0,0.0,6.0,5.0,2.0,3.5,3.75,D
03/04/2019,Spal,Lazio,1.0,0.0,1.0,4.0,5.0,5.0,3.75,1.72,H
03/04/2019,Torino,Sampdoria,2.0,1.0,1.0,6.0,3.0,2.15,3.3,3.5,H
04/04/2019,Atalanta,Bologna,4.0,1.0,3.0,6.0,4.0,1.5,4.2,7.0,H
04/04/2019,Sassuolo,Chievo,4.0,0.0,4.0,8.0,5.0,1.66,3.75,5.5,H
06/04/2019,Juventus,Milan,2.0,1.0,1.0,6.0,5.0,1.75,3.5,5.25,H
06/04/2019,Parma,Torino,0.0,0.0,0.0,1.0,4.0,4.0,3.3,2.0,D
06/04/2019,Sampdoria,Roma,0.0,1.0,-1.0,2.0,5.0,2.9,3.3,2.5,A
07/04/2019,Cagliari,Spal,2.0,1.0,1.0,11.0,2.0,2.15,3.2,3.6,H
07/04/2019,Fiorentina,Frosinone,0.0,1.0,-1.0,5.0,3.0,1.5,4.0,7.5,A
07/04/2019,Inter,Atalanta,0.0,0.0,0.0,6.0,2.0,2.0,3.4,3.9,D
07/04/2019,Lazio,Sassuolo,2.0,2.0,0.0,7.0,2.0,1.36,5.0,8.5,D
07/04/2019,Napoli,Genoa,1.0,1.0,0.0,10.0,7.0,1.25,5.5,14.0,D
07/04/2019,Udinese,Empoli,3.0,2.0,1.0,6.0,6.0,2.3,3.1,3.25,H
08/04/2019,Bologna,Chievo,3.0,0.0,3.0,11.0,2.0,1.5,4.0,7.0,H
13/04/2019,Milan,Lazio,1.0,0.0,1.0,5.0,6.0,2.6,3.3,2.75,H
13/04/2019,Roma,Udinese,1.0,0.0,1.0,5.0,4.0,1.44,4.5,7.0,H
13/04/2019,Spal,Juventus,2.0,1.0,1.0,3.0,3.0,4.0,3.2,2.05,H
14/04/2019,Chievo,Napoli,1.0,3.0,-2.0,4.0,5.0,11.0,5.25,1.3,A
14/04/2019,Fiorentina,Bologna,0.0,0.0,0.0,7.0,3.0,1.85,3.5,4.5,D
14/04/2019,Frosinone,Inter,1.0,3.0,-2.0,4.0,5.0,7.0,3.75,1.57,A
14/04/2019,Sampdoria,Genoa,2.0,0.0,2.0,7.0,1.0,2.4,3.1,3.2,H
14/04/2019,Sassuolo,Parma,0.0,0.0,0.0,8.0,1.0,1.66,4.0,5.0,D
14/04/2019,Torino,Cagliari,1.0,1.0,0.0,8.0,6.0,1.85,3.4,4.75,D
15/04/2019,Atalanta,Empoli,0.0,0.0,0.0,18.0,1.0,1.33,5.25,9.0,D
17/04/2019,Lazio,Udinese,2.0,0.0,2.0,7.0,4.0,1.36,5.0,8.5,H
20/04/2019,Bologna,Sampdoria,3.0,0.0,3.0,6.0,3.0,2.2,3.3,3.4,H
20/04/2019,Cagliari,Frosinone,1.0,0.0,1.0,6.0,2.0,1.95,3.2,4.2,H
20/04/2019,Empoli,Spal,2.0,4.0,-2.0,6.0,7.0,2.15,3.25,3.6,A
20/04/2019,Genoa,Torino,0.0,1.0,-1.0,4.0,4.0,2.75,3.0,2.87,A
20/04/2019,Inter,Roma,1.0,1.0,0.0,7.0,5.0,1.8,3.6,4.5,D
20/04/2019,Juventus,Fiorentina,2.0,1.0,1.0,5.0,6.0,1.4,4.5,9.0,H
20/04/2019,Lazio,Chievo,1.0,2.0,-1.0,8.0,6.0,1.18,7.0,17.0,A
20/04/2019,Parma,Milan,1.0,1.0,0.0,3.0,3.0,5.0,3.6,1.75,D
20/04/2019,Udinese,Sassuolo,1.0,1.0,0.0,5.0,2.0,2.35,3.2,3.2,D
22/04/2019,Napoli,Atalanta,1.0,2.0,-1.0,9.0,7.0,1.85,3.5,4.2,A
27/04/2019,Bologna,Empoli,3.0,1.0,2.0,7.0,3.0,1.8,3.6,4.33,H
27/04/2019,Inter,Juventus,1.0,1.0,0.0,6.0,4.0,2.37,3.4,2.9,D
27/04/2019,Roma,Cagliari,3.0,0.0,3.0,11.0,1.0,1.4,4.2,8.0,H
28/04/2019,Chievo,Parma,1.0,1.0,0.0,2.0,2.0,3.1,3.1,2.4,D
28/04/2019,Frosinone,Napoli,0.0,2.0,-2.0,4.0,13.0,10.0,4.75,1.33,A
28/04/2019,Sampdoria,Lazio,1.0,2.0,-1.0,5.0,5.0,3.0,3.4,2.3,A
28/04/2019,Spal,Genoa,1.0,1.0,0.0,5.0,5.0,2.5,2.7,3.4,D
28/04/2019,Torino,Milan,2.0,0.0,2.0,3.0,5.0,2.75,3.2,2.55,H
29/04/2019,Atalanta,Udinese,2.0,0.0,2.0,8.0,2.0,1.3,5.0,11.0,H
29/04/2019,Fiorentina,Sassuolo,0.0,1.0,-1.0,4.0,5.0,1.72,3.5,5.0,A
03/05/2019,Juventus,Torino,1.0,1.0,0.0,4.0,2.0,1.61,3.75,6.0,D
04/05/2019,Chievo,Spal,0.0,4.0,-4.0,3.0,8.0,3.2,3.1,2.45,A
04/05/2019,Udinese,Inter,0.0,0.0,0.0,3.0,4.0,5.25,3.8,1.66,D
05/05/2019,Empoli,Fiorentina,1.0,0.0,1.0,4.0,11.0,2.3,3.6,3.0,H
05/05/2019,Genoa,Roma,1.0,1.0,0.0,6.0,5.0,3.75,3.6,2.0,D
05/05/2019,Lazio,Atalanta,1.0,3.0,-2.0,5.0,6.0,2.15,3.6,3.25,A
05/05/2019,Napoli,Cagliari,2.0,1.0,1.0,8.0,2.0,1.25,6.25,11.0,H
05/05/2019,Parma,Sampdoria,3.0,3.0,0.0,6.0,10.0,3.0,3.2,2.45,D
05/05/2019,Sassuolo,Frosinone,2.0,2.0,0.0,5.0,3.0,1.66,3.8,5.25,D
06/05/2019,Milan,Bologna,2.0,1.0,1.0,5.0,7.0,1.65,3.75,5.5,H
11/05/2019,Atalanta,Genoa,2.0,1.0,1.0,4.0,3.0,1.5,4.2,7.0,H
11/05/2019,Cagliari,Lazio,1.0,2.0,-1.0,6.0,5.0,3.75,3.6,1.95,A
11/05/2019,Fiorentina,Milan,0.0,1.0,-1.0,3.0,5.0,3.0,3.3,2.37,A
12/05/2019,Frosinone,Udinese,1.0,3.0,-2.0,5.0,8.0,5.0,3.6,1.75,A
12/05/2019,Roma,Juventus,2.0,0.0,2.0,4.0,4.0,2.5,3.5,2.75,H
12/05/2019,Sampdoria,Empoli,1.0,2.0,-1.0,7.0,4.0,2.37,3.6,2.87,A
12/05/2019,Spal,Napoli,1.0,2.0,-1.0,5.0,8.0,5.75,4.33,1.53,A
