Date,HomeTeam,AwayTeam,FTHG,FTAG,GD,HST,AST,B365H,B365D,B365A,FTR
13/03/2021,Dortmund,Hertha,2,0,2,4,0,1.5,4.5,6.0,H
14/03/2021,Leverkusen,Bielefeld,1,2,-1,8,5,1.36,4.75,9.0,A
14/03/2021,RB Leipzig,Ein Frankfurt,1,1,0,8,2,1.8,3.8,4.2,D
14/03/2021,Stuttgart,Hoffenheim,2,0,2,4,5,2.45,3.6,2.7,H
19/03/2021,Bielefeld,RB Leipzig,0,1,-1,0,8,9.0,4.75,1.33,A
20/03/2021,Bayern Munich,Stuttgart,4,0,4,7,4,1.2,7.0,11.0,H
20/03/2021,Ein Frankfurt,Union Berlin,5,2,3,5,8,1.85,4.0,3.8,H
20/03/2021,FC Koln,Dortmund,2,2,0,2,4,8.0,4.75,1.4,D
20/03/2021,Werder Bremen,Wolfsburg,1,2,-1,4,5,4.5,3.6,1.8,A
20/03/2021,Schalke 04,M'gladbach,0,3,-3,1,7,7.5,4.5,1.44,A
21/03/2021,Hoffenheim,Mainz,1,2,-1,2,7,1.9,3.75,3.8,A
21/03/2021,Hertha,Leverkusen,3,0,3,10,1,3.4,3.6,2.05,H
21/03/2021,Freiburg,Augsburg,2,0,2,3,8,1.95,3.4,4.0,H
03/04/2021,Augsburg,Hoffenheim,2,1,1,2,6,3.6,3.8,1.9,H
03/04/2021,Dortmund,Ein Frankfurt,1,2,-1,7,3,1.72,4.2,4.2,A
03/04/2021,Leverkusen,Schalke 04,2,1,1,2,2,1.22,6.5,12.0,H
03/04/2021,Mainz,Bielefeld,1,1,0,5,2,1.72,3.6,4.75,D
03/04/2021,Wolfsburg,FC Koln,1,0,1,6,1,1.5,4.33,6.0,H
03/04/2021,RB Leipzig,Bayern Munich,0,1,-1,3,5,2.7,3.8,2.37,A
03/04/2021,M'gladbach,Freiburg,2,1,1,5,4,1.75,4.0,4.1,H
04/04/2021,Stuttgart,Werder Bremen,1,0,1,3,2,1.9,3.6,4.0,H
04/04/2021,Union Berlin,Hertha,1,1,0,3,1,2.4,3.3,2.87,D
